nurse_id_i,name_i,nurse_id_j,name_j,js_distance
09040,Kevin Clay,20362,Angela Garcia,0.4522253833
09040,Kevin Clay,28978,Nathaniel Morse,0.4645814304
09040,Kevin Clay,30150,Michael White,0.5117125165
09040,Kevin Clay,34921,Christina Jacobs,0.4340876729
09040,Kevin Clay,36258,Lauren Wright,0.4337126479
09040,Kevin Clay,39245,Jessica Patel,0.2885071902
09040,Kevin Clay,46630,Sara Lynn,0.4824361728
09040,Kevin Clay,46740,Jason Drake,0.4384243759
09040,Kevin Clay,47931,Bradley Mccann,0.3558832401
09040,Kevin Clay,52677,Krista Jones,0.4485195000
09040,Kevin Clay,52773,Ian Garcia,0.2941928204
09040,Kevin Clay,53951,Melissa Welch,0.4260744019
09040,Kevin Clay,58489,Jeanne Rodriguez,0.3707749393
09040,Kevin Clay,62116,David Galloway,0.4601024516
09040,Kevin Clay,62617,Raymond Clark,0.5249652347
09040,Kevin Clay,73765,Anthony Webb,0.2183032250
09040,Kevin Clay,74398,Lauren Salinas,0.4786571399
09040,Kevin Clay,81119,Mrs. Rachel Price MD,0.4227674457
09040,Kevin Clay,82336,William Vasquez,0.4631375762
09040,Kevin Clay,84362,Francisco Escobar,0.5186157108
09040,Kevin Clay,89525,Cindy Hernandez,0.4974143402
09040,Kevin Clay,99412,Jaclyn Robinson,0.3100920566
20362,Angela Garcia,28978,Nathaniel Morse,0.2022112554
20362,Angela Garcia,30150,Michael White,0.2809868013
20362,Angela Garcia,34921,Christina Jacobs,0.1054466486
20362,Angela Garcia,36258,Lauren Wright,0.1374046546
20362,Angela Garcia,39245,Jessica Patel,0.3934929548
20362,Angela Garcia,46630,Sara Lynn,0.2684242554
20362,Angela Garcia,46740,Jason Drake,0.1505776328
20362,Angela Garcia,47931,Bradley Mccann,0.1880893791
20362,Angela Garcia,52677,Krista Jones,0.1401802781
20362,Angela Garcia,52773,Ian Garcia,0.4805486629
20362,Angela Garcia,53951,Melissa Welch,0.2855104629
20362,Angela Garcia,58489,Jeanne Rodriguez,0.3745959967
20362,Angela Garcia,62116,David Galloway,0.1068200805
20362,Angela Garcia,62617,Raymond Clark,0.2842129263
20362,Angela Garcia,73765,Anthony Webb,0.3985245912
20362,Angela Garcia,74398,Lauren Salinas,0.1379420794
20362,Angela Garcia,81119,Mrs. Rachel Price MD,0.2399036090
20362,Angela Garcia,82336,William Vasquez,0.0973195559
20362,Angela Garcia,84362,Francisco Escobar,0.1705790108
20362,Angela Garcia,89525,Cindy Hernandez,0.2879352334
20362,Angela Garcia,99412,Jaclyn Robinson,0.5507419262
28978,Nathaniel Morse,30150,Michael White,0.2924103620
28978,Nathaniel Morse,34921,Christina Jacobs,0.1973780857
28978,Nathaniel Morse,36258,Lauren Wright,0.1762508242
28978,Nathaniel Morse,39245,Jessica Patel,0.4012140679
28978,Nathaniel Morse,46630,Sara Lynn,0.2743955955
28978,Nathaniel Morse,46740,Jason Drake,0.1755758389
28978,Nathaniel Morse,47931,Bradley Mccann,0.2318936008
28978,Nathaniel Morse,52677,Krista Jones,0.2102211264
28978,Nathaniel Morse,52773,Ian Garcia,0.4772654806
28978,Nathaniel Morse,53951,Melissa Welch,0.3033566922
28978,Nathaniel Morse,58489,Jeanne Rodriguez,0.3944977581
28978,Nathaniel Morse,62116,David Galloway,0.2132921273
28978,Nathaniel Morse,62617,Raymond Clark,0.2990587121
28978,Nathaniel Morse,73765,Anthony Webb,0.4025665475
28978,Nathaniel Morse,74398,Lauren Salinas,0.1961417288
28978,Nathaniel Morse,81119,Mrs. Rachel Price MD,0.2860624242
28978,Nathaniel Morse,82336,William Vasquez,0.2260119396
28978,Nathaniel Morse,84362,Francisco Escobar,0.2581265187
28978,Nathaniel Morse,89525,Cindy Hernandez,0.2988485850
28978,Nathaniel Morse,99412,Jaclyn Robinson,0.5600936980
30150,Michael White,34921,Christina Jacobs,0.2591845259
30150,Michael White,36258,Lauren Wright,0.2803759050
30150,Michael White,39245,Jessica Patel,0.4108614772
30150,Michael White,46630,Sara Lynn,0.1893160759
30150,Michael White,46740,Jason Drake,0.3003347356
30150,Michael White,47931,Bradley Mccann,0.2883431460
30150,Michael White,52677,Krista Jones,0.3085382923
30150,Michael White,52773,Ian Garcia,0.4924022656
30150,Michael White,53951,Melissa Welch,0.2383580881
30150,Michael White,58489,Jeanne Rodriguez,0.3293425522
30150,Michael White,62116,David Galloway,0.2576893000
