nurse_id_i,name_i,nurse_id_j,name_j,js_distance
09040,Kevin Clay,20362,Angela Garcia,0.3358424633
09040,Kevin Clay,28978,Nathaniel Morse,0.3283340311
09040,Kevin Clay,30150,Michael White,0.3895702800
09040,Kevin Clay,34921,Christina Jacobs,0.3199439534
09040,Kevin Clay,36258,Lauren Wright,0.3115260068
09040,Kevin Clay,39245,Jessica Patel,0.1813715770
09040,Kevin Clay,46630,Sara Lynn,0.3756653184
09040,Kevin Clay,46740,Jason Drake,0.3125681987
09040,Kevin Clay,47931,Bradley Mccann,0.2405777725
09040,Kevin Clay,52677,Krista Jones,0.3331137793
09040,Kevin Clay,52773,Ian Garcia,0.1304575747
09040,Kevin Clay,53951,Melissa Welch,0.3124930238
09040,Kevin Clay,58489,Jeanne Rodriguez,0.2558870561
09040,Kevin Clay,62116,David Galloway,0.3432257588
09040,Kevin Clay,62617,Raymond Clark,0.3965466659
09040,Kevin Clay,73765,Anthony Webb,0.1307147804
09040,Kevin Clay,74398,Lauren Salinas,0.3632689050
09040,Kevin Clay,81119,Mrs. Rachel Price MD,0.3146013475
09040,Kevin Clay,82336,William Vasquez,0.3465097738
09040,Kevin Clay,84362,Francisco Escobar,0.3927468665
09040,Kevin Clay,89525,Cindy Hernandez,0.3837137212
09040,Kevin Clay,99412,Jaclyn Robinson,0.2165733802
20362,Angela Garcia,28978,Nathaniel Morse,0.0811243254
20362,Angela Garcia,30150,Michael White,0.1807717075
20362,Angela Garcia,34921,Christina Jacobs,0.0338414959
20362,Angela Garcia,36258,Lauren Wright,0.0514806280
20362,Angela Garcia,39245,Jessica Patel,0.2650875308
20362,Angela Garcia,46630,Sara Lynn,0.1687773629
20362,Angela Garcia,46740,Jason Drake,0.0397489366
20362,Angela Garcia,47931,Bradley Mccann,0.1230995217
20362,Angela Garcia,52677,Krista Jones,0.0394403739
20362,Angela Garcia,52773,Ian Garcia,0.3159429906
20362,Angela Garcia,53951,Melissa Welch,0.1789013287
20362,Angela Garcia,58489,Jeanne Rodriguez,0.1955630651
20362,Angela Garcia,62116,David Galloway,0.0177484991
20362,Angela Garcia,62617,Raymond Clark,0.1845854982
20362,Angela Garcia,73765,Anthony Webb,0.2887544309
20362,Angela Garcia,74398,Lauren Salinas,0.0793241033
20362,Angela Garcia,81119,Mrs. Rachel Price MD,0.1103914683
20362,Angela Garcia,82336,William Vasquez,0.0368460624
20362,Angela Garcia,84362,Francisco Escobar,0.0838141410
20362,Angela Garcia,89525,Cindy Hernandez,0.1776567925
20362,Angela Garcia,99412,Jaclyn Robinson,0.4437893621
28978,Nathaniel Morse,30150,Michael White,0.1338100035
28978,Nathaniel Morse,34921,Christina Jacobs,0.0598705009
28978,Nathaniel Morse,36258,Lauren Wright,0.0465383757
28978,Nathaniel Morse,39245,Jessica Patel,0.2348107159
28978,Nathaniel Morse,46630,Sara Lynn,0.1086737377
28978,Nathaniel Morse,46740,Jason Drake,0.0650697781
28978,Nathaniel Morse,47931,Bradley Mccann,0.1003160471
28978,Nathaniel Morse,52677,Krista Jones,0.1121830053
28978,Nathaniel Morse,52773,Ian Garcia,0.2928161546
