nurse_id_i,name_i,nurse_id_j,name_j,js_distance
28978,Nathaniel Morse,39245,Jessica Patel,0.6457118359
28978,Nathaniel Morse,47931,Bradley Mccann,0.4965638828
28978,Nathaniel Morse,58489,Jeanne Rodriguez,0.5778249721
28978,Nathaniel Morse,62116,David Galloway,0.4242173775
28978,Nathaniel Morse,73765,Anthony Webb,0.6265486986
28978,Nathaniel Morse,74398,Lauren Salinas,0.4803902606
28978,Nathaniel Morse,81119,Mrs. Rachel Price MD,0.4830556118
28978,Nathaniel Morse,99412,Jaclyn Robinson,0.7032047846
39245,Jessica Patel,47931,Bradley Mccann,0.5373624440
39245,Jessica Patel,58489,Jeanne Rodriguez,0.6348660631
39245,Jessica Patel,62116,David Galloway,0.6325278248
39245,Jessica Patel,73765,Anthony Webb,0.5955449050
39245,Jessica Patel,74398,Lauren Salinas,0.6168514561
39245,Jessica Patel,81119,Mrs. Rachel Price MD,0.5375824477
39245,Jessica Patel,99412,Jaclyn Robinson,0.6506466460
47931,Bradley Mccann,58489,Jeanne Rodriguez,0.4910130489
47931,Bradley Mccann,62116,David Galloway,0.3979430832
47931,Bradley Mccann,73765,Anthony Webb,0.4978678885
47931,Bradley Mccann,74398,Lauren Salinas,0.4301510677
47931,Bradley Mccann,81119,Mrs. Rachel Price MD,0.4194110334
47931,Bradley Mccann,99412,Jaclyn Robinson,0.5553319437
58489,Jeanne Rodriguez,62116,David Galloway,0.5078634156
58489,Jeanne Rodriguez,73765,Anthony Webb,0.4980208670
58489,Jeanne Rodriguez,74398,Lauren Salinas,0.4989245472
58489,Jeanne Rodriguez,81119,Mrs. Rachel Price MD,0.5895674525
58489,Jeanne Rodriguez,99412,Jaclyn Robinson,0.6089613562
62116,David Galloway,73765,Anthony Webb,0.6004708581
62116,David Galloway,74398,Lauren Salinas,0.4169836263
62116,David Galloway,81119,Mrs. Rachel Price MD,0.4590725153
62116,David Galloway,99412,Jaclyn Robinson,0.6088941918
73765,Anthony Webb,74398,Lauren Salinas,0.5993121498
73765,Anthony Webb,81119,Mrs. Rachel Price MD,0.5616622919
73765,Anthony Webb,99412,Jaclyn Robinson,0.4786463167
74398,Lauren Salinas,81119,Mrs. Rachel Price MD,0.4473810820
74398,Lauren Salinas,99412,Jaclyn Robinson,0.6030643860
81119,Mrs. Rachel Price MD,99412,Jaclyn Robinson,0.6316743586
