nurse_id_i,name_i,nurse_id_j,name_j,js_distance
28978,Nathaniel Morse,30150,Michael White,0.3032949443
28978,Nathaniel Morse,36258,Lauren Wright,0.1810087397
28978,Nathaniel Morse,46630,Sara Lynn,0.2842450618
28978,Nathaniel Morse,46740,Jason Drake,0.1778727648
28978,Nathaniel Morse,52677,Krista Jones,0.2138490915
28978,Nathaniel Morse,52773,Ian Garcia,0.4755388982
28978,Nathaniel Morse,53951,Melissa Welch,0.3090647749
28978,Nathaniel Morse,62617,Raymond Clark,0.3096184516
28978,Nathaniel Morse,89525,Cindy Hernandez,0.3087644360
30150,Michael White,36258,Lauren Wright,0.2803435629
30150,Michael White,46630,Sara Lynn,0.1893294764
30150,Michael White,46740,Jason Drake,0.3003136535
30150,Michael White,52677,Krista Jones,0.3085117426
30150,Michael White,52773,Ian Garcia,0.4924423830
30150,Michael White,53951,Melissa Welch,0.2383754756
30150,Michael White,62617,Raymond Clark,0.1125500948
30150,Michael White,89525,Cindy Hernandez,0.1699580316
36258,Lauren Wright,46630,Sara Lynn,0.2552866748
36258,Lauren Wright,46740,Jason Drake,0.1299856926
36258,Lauren Wright,52677,Krista Jones,0.1269257646
36258,Lauren Wright,52773,Ian Garcia,0.4590733390
36258,Lauren Wright,53951,Melissa Welch,0.2866194573
36258,Lauren Wright,62617,Raymond Clark,0.2769268971
36258,Lauren Wright,89525,Cindy Hernandez,0.2683930093
46630,Sara Lynn,46740,Jason Drake,0.3053025671
46630,Sara Lynn,52677,Krista Jones,0.2982085487
46630,Sara Lynn,52773,Ian Garcia,0.4733284929
46630,Sara Lynn,53951,Melissa Welch,0.2081910828
46630,Sara Lynn,62617,Raymond Clark,0.2011096466
46630,Sara Lynn,89525,Cindy Hernandez,0.1738388855
46740,Jason Drake,52677,Krista Jones,0.1549150614
46740,Jason Drake,52773,Ian Garcia,0.4552325796
46740,Jason Drake,53951,Melissa Welch,0.3065910947
46740,Jason Drake,62617,Raymond Clark,0.2980550695
46740,Jason Drake,89525,Cindy Hernandez,0.3036499201
52677,Krista Jones,52773,Ian Garcia,0.4727161149
52677,Krista Jones,53951,Melissa Welch,0.3268004143
52677,Krista Jones,62617,Raymond Clark,0.3123619955
52677,Krista Jones,89525,Cindy Hernandez,0.3052103117
52773,Ian Garcia,53951,Melissa Welch,0.4328085742
52773,Ian Garcia,62617,Raymond Clark,0.5024852416
52773,Ian Garcia,89525,Cindy Hernandez,0.4629441571
53951,Melissa Welch,62617,Raymond Clark,0.2406563382
53951,Melissa Welch,89525,Cindy Hernandez,0.2615912760
62617,Raymond Clark,89525,Cindy Hernandez,0.1670999650
