nurse_id_i,name_i,nurse_id_j,name_j,js_distance
28978,Nathaniel Morse,30150,Michael White,0.5520860946
28978,Nathaniel Morse,36258,Lauren Wright,0.4119260259
28978,Nathaniel Morse,46630,Sara Lynn,0.5710711290
28978,Nathaniel Morse,46740,Jason Drake,0.3921199396
28978,Nathaniel Morse,52677,Krista Jones,0.4410686193
28978,Nathaniel Morse,52773,Ian Garcia,0.6812267265
28978,Nathaniel Morse,53951,Melissa Welch,0.5671130474
28978,Nathaniel Morse,62617,Raymond Clark,0.5537248586
28978,Nathaniel Morse,89525,Cindy Hernandez,0.5589201379
30150,Michael White,36258,Lauren Wright,0.5060724750
30150,Michael White,46630,Sara Lynn,0.4861389643
30150,Michael White,46740,Jason Drake,0.5341984204
30150,Michael White,52677,Krista Jones,0.5094597649
30150,Michael White,52773,Ian Garcia,0.6890187838
30150,Michael White,53951,Melissa Welch,0.5153615449
30150,Michael White,62617,Raymond Clark,0.4259924792
30150,Michael White,89525,Cindy Hernandez,0.4540970197
36258,Lauren Wright,46630,Sara Lynn,0.4979681605
36258,Lauren Wright,46740,Jason Drake,0.3547734241
36258,Lauren Wright,52677,Krista Jones,0.3419957134
36258,Lauren Wright,52773,Ian Garcia,0.6849565451
36258,Lauren Wright,53951,Melissa Welch,0.5477132604
36258,Lauren Wright,62617,Raymond Clark,0.4835858987
36258,Lauren Wright,89525,Cindy Hernandez,0.4918932123
46630,Sara Lynn,46740,Jason Drake,0.5702673293
46630,Sara Lynn,52677,Krista Jones,0.5389552298
46630,Sara Lynn,52773,Ian Garcia,0.7264337931
46630,Sara Lynn,53951,Melissa Welch,0.5404873762
46630,Sara Lynn,62617,Raymond Clark,0.4698349600
46630,Sara Lynn,89525,Cindy Hernandez,0.4651648652
46740,Jason Drake,52677,Krista Jones,0.3698171040
46740,Jason Drake,52773,Ian Garcia,0.6604242383
46740,Jason Drake,53951,Melissa Welch,0.5641098484
46740,Jason Drake,62617,Raymond Clark,0.5432517371
46740,Jason Drake,89525,Cindy Hernandez,0.5447649110
52677,Krista Jones,52773,Ian Garcia,0.6710477539
52677,Krista Jones,53951,Melissa Welch,0.5705493249
52677,Krista Jones,62617,Raymond Clark,0.5229163291
52677,Krista Jones,89525,Cindy Hernandez,0.5116347177
52773,Ian Garcia,53951,Melissa Welch,0.6907011893
52773,Ian Garcia,62617,Raymond Clark,0.7067685166
52773,Ian Garcia,89525,Cindy Hernandez,0.6968974259
53951,Melissa Welch,62617,Raymond Clark,0.4724368842
53951,Melissa Welch,89525,Cindy Hernandez,0.5699565259
62617,Raymond Clark,89525,Cindy Hernandez,0.4212795349
